Tweets,Location,Sentiment
"RT @JimmyFalk5: @LionelMedia 🔴 THEY FEAR PRESIDENT TRUMP

https://t.co/qGzBX0cp1m

#BlackLivesMatter &amp; #MSM

They want you DIVIDED.
DIVIDED…","Phoenix, AZ",0.0
"RT @OdoyleCharlotte: This is the police department logo for f Gettysburg, SD.
They refuse to change it bc ""history"", and has ""nothing to do…",not given,0.0
East Harlem #NYC #BlackLivesMatter protest right now https://t.co/SKE8qwMWIS,NYC,0.2857142857142857
"RT @CapaMagMoments: Pakistanlı sanatçının, polis şiddetiyle öldürülen #GeorgeFloyd’un anısına resmettiği eser: 🎨

#BlackLivesMatter

 https…",not given,0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",not given,0.4
Interesting take on how “white progressives cause the most daily damage to people of colour” by @RobinDiangelo auth… https://t.co/6RfExzePHh,"England, United Kingdom",0.25
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",Earth,0.4
#BlackLivesMatter https://t.co/Gk4caYBsyK,not given,0.0
"It’s Fresh Board Friday!!
And not only are these sustainable shred sleds from @earthtechsurf up for grabs, they’re… https://t.co/oqSsH3D0VE",not given,0.234375
RT @FallawayJR: Dave chappelle really became the goat after this #BlackLivesMatter #DaveChappelle  🖤🖤🖤 https://t.co/sEAdZiSQGD,not given,0.2
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
Racial Justice Educator &amp; Speaker: Catrice M. Jackson #blacklivesmatter https://t.co/Cpi5mAdFGK via @YouTube,Detroit,0.0
"RT @RealJazzBrown: OUR #BLACKLIVESBROADCAST premiers at 7pm tomorrow. An ONLINE PROTEST for #blacklivesmatter  through poetry, monologues &amp;…",London,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…","they/them, 26 years old",-0.18333333333333335
@toosalonbarbie How does #barbiehatcher feel about #BlackLivesMatter protesters? https://t.co/ZRLyP5kvwC,Hoodies for Trayvon,0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",not given,0.4
RT @LibDems: The Prime Minister must abolish suspicion-less Stop and Search powers and end the pain and injustice they wreak on so many peo…,United Kingdom,0.5
RT @christibelcourt: Trump holding a rally on Juneteenth in Tulsa is a clear message of White Supremacy and completely disrespectful to tho…,Toronto,0.06666666666666667
"RT @acmilan: Silence is not an option: say no to racism! 
Il silenzio non è un’opzione: no al razzismo!
#BlackLivesMatter https://t.co/WKXC…",not given,0.0
"#worldsgonemad ?  Mmm Mmm.  World's Waking up
#StayWoke #Resist #Resistance 
@NPNarts https://t.co/5qTyh8ZZva
Whate… https://t.co/rqdvR24wmV",not given,0.0
"@RecorderFontes, We want to see real action, not a PR statement. What are you doing to protect your Black constitue… https://t.co/PGspJ75GBT","Phoenix, AZ",-0.008333333333333318
"RT @MrAndyNgo: Seattle Police Chief: ""Rapes, robberies and all sorts of violent acts have been occurring in the area and we're not able to…",not given,-0.525
RT @pleasantlytwstd: Y'all really praising Dave Chappelle like he cares about LGBTQ people?  Y'all really just forgot this man is LOUDLY ho…,Toronto,0.16666666666666666
"RT @tariqnasheed: Yea...I knew when Tucker started going full blown white supremacist, advertisers were going to bounce.

#BlackLivesMatter…",USA Global,0.175
"Along with the #blacklivesmatter movement, it’s important to consider how #systemicracism causes… https://t.co/k2BzwHd37m",not given,0.4
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",mlm | 18,0.0
"RT @mytwitsuper: #FirstHand #PressFreedom
Police Mocks ""Black Lives Matter"" Movement and Harasses Reporter

#Jun12 #PoliceState #FailedStat…",United States,-0.16666666666666666
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg","Vernon, British Columbia",0.4
"RT @flywithkamala: This beautiful Black girl was walking through a park with her mom when a patrol car pulled up. Fearful, she  immediately…",not given,-0.07222222222222223
"RT @TayAndersonCO: BREAKING: 

The Denver School Board has voted 7-0 to END the contract with the Denver Police Department! — WE DID IT!…","Miami, FL",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Portland, OR",-0.15555555555555559
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",BLACK LIVES MATTER,-0.18333333333333335
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,Going with the flow,0.0
"RT @RiallJohnson: If #blacklivesmatter to Democrats, their receipts have clearly shown they don't. 
https://t.co/k1Pff5AurN",Seattle,0.10000000000000002
RT @MaryEmilyOHara: Two Black trans women were murdered this week while the world marched for #BlackLivesMatter. Both Riah Milton and Domin…,A box canyon in the middle o-,-0.16666666666666666
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",41° 11' 35 N / 73° 10' 9 W,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",Your mans house ,-0.15555555555555559
RT @COHouseDem: Rep. @repjanetbuckner addresses the House remotely and calls on her colleagues to “lead by example” and vote for SB-217 on…,"Denver, CO",-0.1
"RT @_Myrarose_: 🔥KEEP THE MOMENTUM 🔥

Keep being actively angry and working towards doing better for our black communities &lt;3 ❤️ #BlackLive…",not given,-0.05555555555555555
"RT @BerniceKing: Breonna’s Law matters so much. It is a win-win and will save lives. Well done to all who pushed to get it passed. 

Still.…","California, USA",0.2
"RT @desusnice: it's monday. arrest the cops who killed Breonna Taylor.

#JusticeforBreonnaTaylor #BlackLivesMatter https://t.co/AauxMk9pY4",Paradise,-0.125
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…",not given,-0.16666666666666666
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…","El Paso, TX",0.0
RT @lovingday: Today is Loving Day. It took nearly nine years for the Lovings to win their case. But the fight against systemic racism isn’…,en ti ,0.5
#blacklivesmatter✊🏽✊🏾✊🏿 whole we be using all lives matter for this movement? https://t.co/7AsCXAlShy,not given,0.2
"RT @SEIU: We agree. We must end the war on Black people.

We must divest from &amp; demilitarize the police and invest in Black communities. #B…","Harrisburg, PA",-0.16666666666666666
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",Ace Deuce,0.4
RT @SholaMos1: #BorisJohnson cares not about desecration of Black British lives only about #WinstonChurchill. Who's best to say if progress…,"Bristol, England",0.20833333333333334
RT @WE_ARE_HXV: Powerful doesn’t even begin to describe this. Thank you Dave Chapelle  #BlackLivesMatter https://t.co/dbFHoo4pKe,not given,0.3
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…","Newport News, VA",-0.18333333333333335
"RT @DrRosena: Please, listen to @SadiqKhan and find a safe way to show your support #BlackLivesMatter this weekend. While the infection rat…","Brighton, Sussex ",0.5
RT @CapelaClint: C’est pas le moment d’être silencieux. C’est un problème qui s’étend au delà des États Unis. Prenons conscience. Créons un…,not given,0.0
RT @cemeteryfIowers: I have not seen one thing about this. There are no news articles. Dominique “Rem’mie” Fells was found Tuesday in Phila…,not given,0.0
RT @RosaIsiah: EdLeaders: The staff &amp; students that left us prior to COVID #schoolclosures &amp; marches for #justice are not the same students…,not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…","London, England",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Denver, Colorado, USA",-0.15555555555555559
"RT @UKDemockery: Misplaced Outrage

#BlackLivesMatter #JusticeForGrenfell💚 https://t.co/KRliDOmHeI",Scotland,-0.2
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",not given,0.4
"Racism has several psychological consequences such as depression, anxiety, PTSD, low self-image, and much more. Cop… https://t.co/W1dbXvZXHs",not given,0.1
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",Lyhe Mheg,-0.18333333333333335
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Cleveland, OH",-0.15555555555555559
RT @ChalecosAmarill: 🎥😡 Esto es #EEUU 🇺🇸 un país q impide las manifestaciones pacíficas y protege la violencia tanto policial como las q bu…,not given,0.0
RT @demosisto: Really shocking when #HKpolice openly mocked #BlackLivesMatter and #ICantBreathe on camera. They are the ones who will work…,not given,-0.5
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",the oscar isaac tag on tumblr,-0.15555555555555559
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",she/her 21,-0.18333333333333335
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
RT @sofiasclairo: i’m gonna be posting in this thread every petition and useful piece of information about the #BlackLivesMatter movement t…,not given,0.3
"RT @dogmom1986: Hmm. In the same city where a group of teachers were suspended for holding a noose, a young black man was found hung near C…","Calgary, Alberta",0.008333333333333338
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…","Kent, OH",0.0
"RT @CCDHate: London Real is a conspiracy theory channel with nearly 2 million followers across @YouTube and @Twitter.

It's now insinuating…",exiting the brexiting ,0.15000000000000002
"RT @common: ""You can't separate peace from freedom because no one can be at peace unless he has his freedom."" Malcolm X. #BlackLivesMatter…","Virginia Beach, VA",-0.3
"RT @DrGJackBrown: ""I think the concept of chokeholds sounds so innocent, so perfect.""

Donald Trump
12 June 2020

FACT: This is the languag…",not given,0.75
"RT @rubendsneves_: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to bring…",Wolverhampton/On A Train!,0.0
RT @InvictosSomos: Los mensajes del AC Milan y Juventus en la previa de la semifinal de la Coppa Italia. Se unen contra el racismo. #BlackL…,not given,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,bay area,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Florida, USA",-0.15555555555555559
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",CA/ WA,-0.18333333333333335
"RT @LeanneWood: Just as the majority of police officers do not brutalise &amp; abuse people of colour or white working class kids, the majority…",not given,0.0
"RT @purplewaviest: #blacklivesmatter🤎 partilha quem quiser, mas oiçam. https://t.co/RqtZnp8kyq",não te interessa,0.0
"RT @juventusfc: Anywhere, Anytime: NO TO RACISM. 
➡️ https://t.co/PYBnaOIUX2
 
#ColourWhatColour #NoRacism #BlackLivesMatter #JuveMilan htt…",not given,0.0
RT @Iromg: Finally. Some common sense prevails. #BlackLivesMatter cancel weekend protest and the government gets a backbone. Bravo ⁦@pritip…,not given,-0.15
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,"New York,New York ",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
"$EMAN Tick...Tick.. Tick...
The Fuse Has Been Lit!
Nearing Launch
https://t.co/wCRceOnWM7

 #STOCKSTOTRADE… https://t.co/LQipR6qKga","Missouri, USA",0.0
RT @AveryAdamsPNW: Beautiful #BlackLivesMatter painting in #chazseattle ♥️♥️ https://t.co/GgCTIyNSFJ,not given,0.85
RT @JHenderson: #BlackLivesMatter #PlayersTogether https://t.co/aFXNw9eIVF,not given,0.0
"RT @Juventusfcar: في كل مكان وكل زمان

لا للعنصرية

#فورزا_يوفي #يوفي_ميلان #ColourWhatColour #NoRacism #BlackLivesMatter https://t.co/7rbZ…",not given,0.0
"Gov. Cuomo signs the ""Say Their Name"" reform legislation, an agenda that calls for better policing standards in… https://t.co/tsFMzHBSx8",not given,0.5
"Di mana pun, Kapan pun: TIDAK UNTUK RASISME.
 
➡️ https://t.co/xqVheE01Bz
 
#ColourWhatColour #NoRacism… https://t.co/a7JqTUPrIZ",Allianz Stadium,0.0
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…",unc charlotte,-0.16666666666666666
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,"Austin, TX",0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",Phoenix,-0.18333333333333335
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @chrisbsaysme: I thought the movie #idiocracy was an insightful comedy, but the sequel is most definitely a documentary and it's not fun…",United Kingdom,0.25
RT @TransEquality: Two more Black #trans women have been killed. We mourn the loss of Dominique Rem’mie Fells &amp; Riah Milton. Our thoughts a…,"New Braunfels, TX",0.04444444444444445
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,"Almost, Maine",0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,Texas,0.0
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…",not given,-0.16666666666666666
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @RequiemGxn: wtf horrible blanca, #BlackLivesMatter loco https://t.co/WvdoZ30yYv",En mi casa,-0.75
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Los Angeles, CA",-0.15555555555555559
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,she/her,0.0
RT @ChalecosAmarill: 🎥😡 Esto es #EEUU 🇺🇸 un país q impide las manifestaciones pacíficas y protege la violencia tanto policial como las q bu…,Mundo preapocalíptico,0.0
RT @andyblack: https://t.co/F6eLVel2vk #BlackLivesMatter,not given,0.0
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…","Owensboro, KY",-0.16666666666666666
"RT @afpfr: 🏴󠁧󠁢󠁥󠁮󠁧󠁿 ⚽ Les maillots de tous les joueurs arboreront le slogan anti-raciste ""#BlackLivesMatter"" dans le dos à la place de leur…",Gabon/France,0.0
RT @MrAndyNgo: This is what rioters did to the Minneapolis Sheraton they took over after the riots. This was converted to their “sanctuary.…,"New Jersey, USA",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Philadelphia, PA",-0.15555555555555559
RT @SandersKennedy_: Just another day of what happens EVERYDAY! We are TIRED! #BlackLivesMatter,"Chandler, AZ",-0.375
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…","Denver, CO",0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",Madriz.DRUM´N´BASS HEADED.,0.4
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Durham, NC",-0.15555555555555559
RT @AveryAdamsPNW: Beautiful #BlackLivesMatter painting in #chazseattle ♥️♥️ https://t.co/GgCTIyNSFJ,not given,0.85
RT @SunnyCheungky: HK Police mocks “Black Lives Matter” &amp; “I Can’t Breathe” to praise HKPF’s “professional performance” and harass @BeWater…,Hong Kong,-0.033333333333333326
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…","Houston, TX",0.0
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,"Texas, USA",0.0
"RT @Sha_Elise24: #SayHerName: A Thread.

This is a thread featuring some of the Black Women who lost their lives during the #BlackLivesMatt…",Paradise,-0.16666666666666666
"RT @UKDemockery: Misplaced Outrage

#BlackLivesMatter #JusticeForGrenfell💚 https://t.co/KRliDOmHeI","North East, England",-0.2
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",Gay,-0.15555555555555559
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @LaSaritaDelSol: Captured during the #BlackLivesMatter #DCProtest yesterday. 

If anyone knows her, please lmk so I can share this with…",not given,0.0
"RT @AiRVA_Drone: Before and after of the Robert E. Lee statue in Richmond Virginia. 

Protestors making their voices heard! The grass turni…",occupied Monacan Territory ,0.0
"RT @fabuliner17: @Orion83D END #RacismInAmerica
💪 #BlackLivesMatter
PASS #JusticeInPolicingAct
https://t.co/ZLMjITZCsf https://t.co/YcGoSy8…","Texas, USA",0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",She/they/larrydavid&emmyrossum,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
RT @FrDesouche: La statue de Churchill recouverte d'une carapace pour être protégée des #blacklivesmatter comme on le faisait à l'époque où…,not given,0.0
"RT @JoshuaPotash: It’s not just the U.S. that refuses to stop protesting for Black Lives.

This is the #BlackLivesMatter protest in London…",not given,-0.16666666666666666
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
@BorisJohnson You are such a useless twerp. Removal of statues isnt about changing history- the point is to tell it… https://t.co/qiJzK25ucB,Swindon,-0.25
"RT @itsjoebro_: Don’t forget Sean Reed, who Indianapolis Police killed on Facebook Live and joked that he’d need a closed casket funeral; a…",not given,-0.05454545454545456
RT @FrDesouche: La statue de Churchill recouverte d'une carapace pour être protégée des #blacklivesmatter comme on le faisait à l'époque où…,"MEXICO,BAJA CALIFORNIA SUR ",0.0
"RT @ghosticore: I'd be extremely appreciative if this was shared, I finally got the ok to put this together! my sister is black and has bee…",Colorado,0.26458333333333334
"RT @mytwitsuper: #FirstHand #PressFreedom
Police Mocks ""Black Lives Matter"" Movement and Harasses Reporter

#Jun12 #PoliceState #FailedStat…",Pictland,-0.16666666666666666
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Allentown, PA",-0.15555555555555559
RT @DVATW: I understand football players will be allowed to wear #BlackLivesMatter  badges on their shirts when the Premier League returns…,"Gateshead,United Kingdom",0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
"RT @SebGorka: Who's really behind the #BlackLivesMatter movement? 

@JenniferHorn fills in for me on #AMERICAFirst today, with special gues…",U.S.A 🇺🇸❤️🇺🇸,-0.021428571428571436
RT @BrexitHead: It takes a sick and psychopathic mind to board up Churchill and the Cenotaph from #BlackLivesMatter thugs AND then blame th…,not given,-0.7142857142857143
"بس الا مع جمهور ايطاليا بالعادة
عنصريين #BlackLivesMatter",not given,0.0
RT @terrellowens: OUT HERE SEEKING JUSTICE!! THE @NFL OWES @kaepernick7 an APOLOGY and a JOB!! #IMwithKAP #NOJUSTICENOPEACE #LA #BLACKLIVES…,GLOBETREKKER WORLDWIDE,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",rice,-0.18333333333333335
"Good Afternoon, #BlackLivesMatter.",not given,0.7
"RT @HKGlobalConnect: The #HKPolice kneed a Pakistani to death just a little over a month ago, exactly like what happened to George Floyd.…",Hong Kong,0.03125
"RT @juventusfc: Anywhere, Anytime: NO TO RACISM. 
➡️ https://t.co/PYBnaOIUX2
 
#ColourWhatColour #NoRacism #BlackLivesMatter #JuveMilan htt…",IG: @xico.xyz,0.0
RT @kimquitzon: A man was found in Palmdale last night hanging from a damn tree &amp; police are calling it suicide. AV news outlets are blamin…,CURRENTLY IN HAREM ANIME,0.0
RT @COVERGIRL: A message🖤 #BlackLivesMatter https://t.co/0AnewydgmQ,not given,0.0
RT @ObserverRyan: Watford players will have #BlackLivesMatter on their shirts instead of names for Leicester match as part of #PlayersToget…,Watford,0.0
Just about to go live on https://t.co/RWE0k5gGE3 to raise some money for #BlackLivesMatter! The team has already ra… https://t.co/B2GnfCVXlr,Australian in Los Angeles,0.17045454545454544
"RT @LeroySane19: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to bring a…",Egypt ,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Hessen, Deutschland",-0.15555555555555559
"Just when I think my students have made me as proud as I could ever be, they go and wow me again. With powerhouse s… https://t.co/sF1gYZ2oyY",Freeman High School,0.45
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…",Jongin’s ass pocket,-0.16666666666666666
RT @meghamohan: Blue Peter addressing #BlackLivesMatter and white privilege for young audiences. Proud to be badge holder 💓 https://t.co/yP…,not given,0.225
RT @rreeevvaa: This is so heartbreaking. #BlackLivesMatter https://t.co/0GtWLdYAVa,living: in hell,0.0
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,she/her #BLACKLIVESMATTER,0.0
"RT @PeopleMvmt: ATTN: 15th Day of Protests in Portland. 

MSM isn’t covering the protests therefore it’s us who has to assure this is seen…","El Cajon, California, USA",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",sw / dmc / jjba / goth + more,-0.15555555555555559
"RT @acmilan: Silence is not an option: say no to racism! 
Il silenzio non è un’opzione: no al razzismo!
#BlackLivesMatter https://t.co/WKXC…",Planet Earth,0.0
RT @RSJdesign: #blacklivesmatter #blm https://t.co/uFbCRVRkdf,"Birmingham, England",0.0
"RT @cscudder: 5 years ago, protesters marched in #McKinney after a white officer body-slammed a teenaged girl and kneeled on her back.

Thi…","Dallas, TX",0.0
NEWS: More #BlackLivesMatter protests are planned for #Kent this weekend #kmfmnews https://t.co/Pda6cYa18R https://t.co/6LUBjzRP0r,"Kent, UK",0.5
Absolutely one of the best signs I have seen. #blacklivesmatter,The Swedish countryside ,0.6
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,LONGWOOD UNIVERSITY 💙,0.0
"RT @julianagyeman: White urban planners, academics and placemakers please watch this outstanding, candid conversation with @Jay_Pitter  @Ta…","Cambridge, UK",0.275
"@alexburnsNYT @maggieNYT Statistics 1900 days of the Saudi-American aggression against Yemen

#BlackLivesMatter https://t.co/7hnFn3HDC6",الهند,0.0
"RT @dogmom1986: Hmm. In the same city where a group of teachers were suspended for holding a noose, a young black man was found hung near C…","Washington, DC",0.008333333333333338
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",pixie hollow,0.0
"RT @TayAndersonCO: BREAKING: 

The Denver School Board has voted 7-0 to END the contract with the Denver Police Department! — WE DID IT!…",not given,0.0
"RT @JoshuaPotash: St. Albans is a city in England with a population of 58,000.

And right now thousands of them are at a #BlackLivesMatter…"," Tennessee , USA ",0.2857142857142857
"RT @civati: Vuoi matter? Allora non stare in ginocchio, alzati e cancella la Bossi-Fini, i decreti del Conte 1, la clandestinità, lo sfrutt…",Roma,0.0
"RT @ShawnInArizona: #DefundThePolice #BlackLivesMatter 

Tonight's event is being organized by @blmphxmetro 

March will start around 4pm a…","Tucson, AZ",0.0
"I got chills. 
#BlackLivesMatter https://t.co/1tzCq4NLLp",not given,0.0
"RT @DrGJackBrown: ""I think the concept of chokeholds sounds so innocent, so perfect.""

Donald Trump
12 June 2020

FACT: This is the languag…",not given,0.75
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,"Austin, TX",0.0
RT @meghamohan: Blue Peter addressing #BlackLivesMatter and white privilege for young audiences. Proud to be badge holder 💓 https://t.co/yP…,Edinburgh,0.225
