X,Y,NAME,ADDRESS,ZIP,TYPE,COUNTY,LATITUDE,LONGITUDE
-8236340.8484,4970237.666999999,THE EDUCATIONAL ALLIANCE EARLY HS,197 EAST BROADWAY,10002,CENTER BASED,NEW YORK,40.713932,-73.988312
-8223375.1675,4975095.5396,"MOVING UP CHILDREN CENTER, INC.",40-69 94TH STREET,11373,CENTER BASED,QUEENS,40.747002,-73.87183399999999
-8618352.4169,5342581.3407,YMCA OF GREATER ROCHESTER AT STATE ROAD SCHOOL,1401 STATE RD,14580,SCHOOL BASED,MONROE,43.200771,-77.419975
-8221562.9657,4971700.0302,FOREST HILLS MONTESSORI,67-04 AUSTIN STREET,11375,CENTER BASED,QUEENS,40.723888,-73.85556
-8227835.1071,4990179.3955,DAVIDSON AVENUE COMMUNITY DAY CARE,1810 DAVIDSON AVENUE,10453,CENTER BASED,BRONX,40.849575,-73.91190300000001
-8231644.7585,4960583.0427,"RESEARCH FOUNDATION M.E.C. TOAST, PS:181",1023 NEW YORK AVENUE,11203,CENTER BASED,KINGS,40.648159,-73.94612099999999
-8190513.9878,5043218.4601,THE COUNTRY CHILDREN'S CENTER,7 POUND RIDGE ROAD,10576,CENTER BASED,WESTCHESTER,41.209003,-73.576637
-8831447.6445,5229142.0567,"CAMPUS AND COMMUNITY CHILDREN'S CENTER, INC.",280 CENTRAL AVENUE,14063,CENTER BASED,CHAUTAUQUA,42.453410999999996,-79.334244
-8549593.2463,5174519.1524,YWCA OF ELMIRA AND THE TWIN TIERS CHILD CARE CENTER,211 LAKE STREET,14901,CENTER BASED,CHEMUNG,42.090324,-76.802299
-8194489.8747,5238518.7564,GREENBUSH CHILD CARING @ DONALD P. SUTHERLAND SCHOOL,4 JOHN STREET,12123,SCHOOL BASED,RENSSELAER,42.51553,-73.612358
-8212522.7416,5015343.3051,CITY OF WHITE PLAINS YOUTH BUREAU AFTER SCHOOL PROGRAM,175 WEST POST ROAD,10606,CENTER BASED,WESTCHESTER,41.020348,-73.774345
-8201088.5601,4964745.475,MALVERNE AFTERSCHOOL CENTER INC.,55 LINDNER PLACE,11565,CENTER BASED,NASSAU,40.676525,-73.671631
-8180270.7022,4964205.7734,OUR REDEEMER LUTHERAN CHURCH,2025 WASHINGTON AVENUE,11783,RELIGIOUS FACILITY,NASSAU,40.672847999999995,-73.484619
-8208912.4279,4982214.1538,BETH HAGAN SCHOOL TEMPLE ISRAEL,108 OLD MILL RD.,11023,RELIGIOUS FACILITY,NASSAU,40.795429,-73.741913
-8205136.0255,4988487.463,FRIENDS TOGETHER NURSERY,6 MANHASSET AVENUE,11050,CENTER BASED,NASSAU,40.838078,-73.707993
-8617052.4279,5327539.7743,YMCA OF GREATER ROCHESTER AT NORTHSIDE/DUDLEY,211 HAMILTON RD,14450,CENTER BASED,MONROE,43.102196,-77.408302
-8628347.0147,5324439.3234,YMCA OF GREATER ROCHESTER AT JEFFERSON RD,41 SCHOOL LANE,14534,CENTER BASED,MONROE,43.081856,-77.50975799999999
-8650064.8908,5246926.2754,DANSVILLE FOURSQUARE CHURCH,284 MAIN ST,14437,RELIGIOUS FACILITY,LIVINGSTON,42.571175,-77.70485699999999
-8797881.4785,5325356.1351,"FRANCIS CENTER, INC.",335 24TH STREET,14303,CENTER BASED,NIAGARA,43.087872,-79.032715
-8231484.2048,4985824.4654,GRAHAM-WINDHAM @PS/MS 123,301 WEST 140TH STREET,10030,CENTER BASED,NEW YORK,40.819977,-73.94467900000001
-8215914.2646,4951655.1566,DAYTON TOWERS EAST PLAYTIME,7800 SHORE FRONT PARKWAY,11693,CENTER BASED,QUEENS,40.58728,-73.804817
-8219197.4397,4969387.3401,SHOLOM DAY CARE,82-52 ABINGDON ROAD,11415,CENTER BASED,QUEENS,40.708141,-73.834305
-8771679.7647,5316268.6624,YMCA BUFFALO NIAGARA,2545 SWEET HOME ROAD,14228,CENTER BASED,ERIE,43.028221,-78.79734
-8167051.29,5264876.1656,BRIDGES AFTERSCHOOL PROGRAM,53 SCHOOL STREET,12022,CENTER BASED,RENSSELAER,42.689808,-73.365868
-8225734.217,4989577.095,BETTER BEGINNING LEARNING CENTER I/T,1910 ARTHUR AVENUE,10457,CENTER BASED,BRONX,40.845482000000004,-73.893028
-8222406.4007,4992930.8226,EL SHADDAI PRE-SCHOOL,2910 BARNES AVENUE,10467,CENTER BASED,BRONX,40.868271,-73.863136
-8228763.4761,4967948.3365,"SPORTS AND ARTS IN SCHOOL FOUNDATION, INC. @ P.S. 376K",194 HARMAN STREET,11237,CENTER BASED,KINGS,40.698341,-73.920242
-8223639.5513,4961897.5896,P2L: PATHWAYS TO LEADERSHIP @ SPRING CREEK EDU.,1065 ELTON STREET,11239,CENTER BASED,KINGS,40.65712,-73.874214
-8233859.1379,4958015.8316,"SCHELKUNCHIK, INC. PRE-SCH",1105 CONEY ISLAND AVENUE,11230,CENTER BASED,KINGS,40.630660999999996,-73.96601899999999
-8230028.7646,4963322.1667,HIGHLIGHTS ACADEMY,1688 PRESIDENT STREET,11213,CENTER BASED,KINGS,40.666828,-73.931602
-8247112.6017,5098880.6169,"YOUNG MEN'S CHRISTIAN ASSOCIATION OF MIDDLETOWN, N.Y.",48 MILL STREET,12589,CENTER BASED,ORANGE,41.584091,-74.085075
-8115886.5143,5004759.2972,SAINT ANSELM'S ACADEMY,4 WOODVILLE ROAD,11786,CENTER BASED,SUFFOLK,40.948574,-72.90625
-8235321.1439,4979058.9199,STEPHEN WISE EARLY CHILDHOOD CENTER,30 WEST 68 STREET,10023,CENTER BASED,NEW YORK,40.773967999999996,-73.97914899999999
-8857542.256000001,5210438.291999999,YWCA OF WESTFIELD,203 EAST MAIN STREET,14787,CENTER BASED,CHAUTAUQUA,42.329319,-79.568657
-8416445.0556,5227210.1076,YMCA - OXFORD SCHOOL AGE PROGRAM,50 SOUTH WASHINGTON AVENUE,13830,CENTER BASED,CHENANGO,42.440605,-75.60620899999999
-8196261.5335,4993372.2517,GLEN COVE AFTER 3 MIDDLE SCHOOL,1 FOREST AVE.,11545,SCHOOL BASED,NASSAU,40.871269,-73.628273
-8633763.4872,5335837.5056,"BROWNCROFT DAY CARE CENTER, LLC",933 ATLANTIC AVENUE,14609,CENTER BASED,MONROE,43.156593,-77.558418
-8621481.3851,5328516.6625,"PARTNERS IN COMMUNITY DEVELOPMENT, INC.",1 WHITE PINE CIRCLE,14450,CENTER BASED,MONROE,43.108601,-77.448082
-8231120.2211,4953351.8623,KINGS BAY YM-YWHA,3495 NOSTRAND AVE.,11229,CENTER BASED,KINGS,40.598858,-73.941414
-8226955.3136,4957582.505,FITMAR MANAGEMENT LLC DBA PAERDEGAT AFTER SCHOOL,1500 PAERDEGAT AVE NORTH,11236,SCHOOL BASED,KINGS,40.627705,-73.903999
-8230458.3154,4958989.3602,CHILDREN'S PALACE DAY CARE,743 EAST 43RD STREET,11203,CENTER BASED,KINGS,40.637299,-73.935463
-8229591.5818,4962910.2881,FRIENDS OF CROWN HEIGHTS@ P.S. 398,60 EAST 94 STREET,11212,CENTER BASED,KINGS,40.664021000000005,-73.927681
-8492981.846,5243764.701,YMCA CASSAVANT SACC,32 SCHOOL STREET,13102,CENTER BASED,TOMPKINS,42.550255,-76.293755
-8318987.0406,5113951.2889,EARLY CHILDHOOD COOPERATIVE EXPERIENCE,71 KINNEBROOK ROAD,12742,CENTER BASED,SULLIVAN,41.685276,-74.730736
-8230048.9888,4977442.4076,QUEENSVIEW NURSRY&KINDERGARTEN,21-36 33 ROAD,11106,CENTER BASED,QUEENS,40.76297,-73.931786
-8216978.7409,4981566.2808,HOLY CROSS SCHOOL,150-01 12 AVENUE,11357,SCHOOL BASED,QUEENS,40.791022999999996,-73.81437700000001
-8227493.8324,4986508.548,FIVE STAR DAY CARE CTR,3261 THIRD AVENUE,10456,CENTER BASED,BRONX,40.824627,-73.908836
-8213005.1171,5257556.4292,BOYS & GIRLS CLUB @ DELAWARE,43 BERTHA STREET,12209,CENTER BASED,ALBANY,42.641457,-73.778679
-8718033.9002,5311315.6918,"GLOW YOUNG MEN'S CHRISTIAN ASSOCIATION, INC.",2486 MAIN ROAD,14036,CENTER BASED,GENESEE,42.995689,-78.31543
-8260415.1696,5301477.9703,BARKLEY ELEMENTARY SACC,66 DE STEFANO STREET,12010,CENTER BASED,MONTGOMERY,42.931019,-74.204575
-8233349.7112,4961507.2838,HAPPY CHILD DAY CARE I/T,353 OCEAN AVENUE,11226,CENTER BASED,KINGS,40.654461,-73.96144100000001
-8225634.6979,4960573.745,CHARISMA CHRISTIAN ACADEMY,921 EAST 107 STREET,11236,CENTER BASED,KINGS,40.648098,-73.892136
-8229336.8533,4962762.4059,RUTLAND LEARNING CENTER,1032 RUTLAND ROAD,11212,CENTER BASED,KINGS,40.663013,-73.925392
-8237539.3348,4950350.63,CONEY ISLAND CCC,2757 WEST 33 STREET,11224,CENTER BASED,KINGS,40.578381,-73.999077
-8231099.0554,4953354.3306,KING'S BAY YM-YWHA NURSERY,3495 NOSTRAND AVENUE,11229,CENTER BASED,KINGS,40.598873,-73.941223
-8232407.8515,4968930.7435,BEDFORD HARRISON DCC,60 HARRISON AVENUE,11211,CENTER BASED,KINGS,40.705032,-73.95298000000001
-8229624.9777,4991612.8995,"CHILDREN'S ARTS & SCIENCE WORKSHOPS, INC @ PS 178 ELLWOOD",178 ELLWOOD ST,10040,CENTER BASED,NEW YORK,40.859318,-73.92797900000001
-8648283.3336,5337255.875,NEW BEGINNINGS SCHOOL AGE ACADEMY,2338A LYELL AVE,14606,CENTER BASED,MONROE,43.165890000000005,-77.68885
-8279747.5206,5312214.0763,MANY HAPPY ADVENTURES DAYCARE AND LEARNING CENTER,307-309 MEADOW ST.,12095,CENTER BASED,FULTON,43.001591,-74.378235
-8779692.9711,5319768.5748,THE BOYS & GIRLS CLUBS OF THE NORTHTOWNS,455 MEADOW DRIVE,14120,CENTER BASED,NIAGARA,43.051201,-78.869324
-8252245.7269,5138676.7249,ULSTER COUNTY COMMUNITY COLLEGE DAY CARE CTR,491 COTTEKILL RD,12484,CENTER BASED,ULSTER,41.850937,-74.131187
-8210436.9483,4967209.6636,GOOD FOUNDATION ACADEMY,196-04 LINDEN BLVD.,11412,CENTER BASED,QUEENS,40.69331,-73.755608
-8215795.8686,4975529.0139,IMMANUEL GENIUS INC. EDUCATIONAL CENTER,163-15 OAK AVENUE,11358,CENTER BASED,QUEENS,40.74995,-73.803749
-8229020.9581,4977555.7247,ALL CHILDREN'S CHILD CARE,32-04 31ST AVENUE,11106,CENTER BASED,QUEENS,40.763740999999996,-73.922554
-8251774.6620000005,4958071.5297,YMCA VIRTUAL Y @PS 19,780 POST AVENUE,10310,CENTER BASED,RICHMOND,40.631039,-74.126953
-8257326.499,4955544.383,KIDDIE ACADEMY DAYCARE CENTER OF STATEN ISLAND,1110 SOUTH AVENUE,10314,CENTER BASED,RICHMOND,40.613808,-74.176826
-8216085.4106,5291794.8605,"LIL' LAMB CHRISTIAN DAYCARE, INC.",956 ROUTE 146,12065,CENTER BASED,SARATOGA,42.867298,-73.806351
-8234325.5545,5030351.9944,YMCA @ STRAWTOWN ELEMENTARY SCHOOL,413 STRAWTOWN ROAD,10994,SCHOOL BASED,ROCKLAND,41.121990000000004,-73.97020699999999
-8771759.0241,5272904.6611,YMCA BUFFALO NIAGARA,5301 ABBOTT ROAD,14075,CENTER BASED,ERIE,42.742798,-78.79805
-8781332.389,5313197.9805,"THE BOYS & GIRLS CLUBS OF THE NORTHTOWNS, INC.",325 FRANKLIN STREET,14150,CENTER BASED,ERIE,43.008057,-78.88404799999999
-8768082.5866,5286002.0263,"VIVIAN'S LITTLE DARLINGS CHILD CARE CENTER, INC.",3729 SENECA STREET,14224,CENTER BASED,ERIE,42.829144,-78.765022
-8753808.7563,5282271.3443,UNDER THE APPLE TREE,1230 BOWEN RD.,14059,CENTER BASED,ERIE,42.804562,-78.636803
-8213688.8035,4989309.8147,SPORTS & ARTS IN SCHOOLS FOUNDATION@ PS 175,200 CITY ISLAND AVENUE,10464,CENTER BASED,BRONX,40.843666,-73.784821
-8228622.5456,4987661.9016,BRONXWORKS - AFTER SCHOOL AT COMMUNITY CENTER,1130 GRAND CONCOURSE,10456,CENTER BASED,BRONX,40.832466,-73.918976
-8462428.5419,5178986.8535,"ABC CHILDCARE & LEARNING CENTER, LLC",546 HOOPER RD,13760,CENTER BASED,BROOME,42.120098,-76.019287
-8230462.2115,5258643.2745,"THE KIDS' CLUB, INC.",129 MAPLE AVENUE,12186,CENTER BASED,ALBANY,42.64864,-73.935501
-8206197.7908,5277953.9936,TSL ADVENTURES LLC AT HARMONY HILL,120 MADALON HICKEY WAY,12047,CENTER BASED,ALBANY,42.7761,-73.717529
-8211677.0336,5260663.7366,BOYS & GIRLS CLUB OF ALBANY @ SHERIDAN,400 SHERIDAN AVE,12206,CENTER BASED,ALBANY,42.661986999999996,-73.766747
-8677191.3356,5178730.8226,"YOUNG MEN'S CHRISTIAN ASSOCIATION OF OLEAN, NY AND BRADFORD, PA",126 WEST STATE ST.,14895,CENTER BASED,ALLEGANY,42.118393,-77.94854000000001
-8738170.3715,5175049.1525,TEDDY BEAR DAY CARE,50 NORTH THIRD ST.,14706,CENTER BASED,CATTARAUGUS,42.093857,-78.496323
-8219853.1301,4998831.221,COLLIN ALLEN CHILD DEVELOPMENT CENTER,103 W SECOND ST,10550,CENTER BASED,WESTCHESTER,40.90834,-73.840195
-8210323.4025,5001997.1078,LARCHMONT AVENUE CHURCH PRE-SCHOOL,60 FOREST PARK AVE,10538,RELIGIOUS FACILITY,WESTCHESTER,40.929829,-73.754593
-8215928.1162,4996884.9104,HUGUENOT NURSERY SCHOOL,901 PELHAMDALE AVE.,10803,SCHOOL BASED,WESTCHESTER,40.895126,-73.804939
-8216508.6473,5010302.9883,CORNERSTONE CHILDREN'S CENTER,90 GARTH ROAD,10583,CENTER BASED,WESTCHESTER,40.986176,-73.81015
-8214133.2007,5053389.1916,CHILDREN'S CORNER LEARNING CENTER,2051 BALDWIN RD,10598,CENTER BASED,WESTCHESTER,41.277702000000005,-73.788811
-8220072.4295,4998801.3202,CITY OF MOUNT VERNON YOUTH BUREAU,58 SOUTH 10TH AVE,10550,CENTER BASED,WESTCHESTER,40.908138,-73.842171
-8222133.3986,5032465.9785,CHILDREN'S CORNER LEARNING CENTER,325 SOUTH HIGHLAND AVE,10510,CENTER BASED,WESTCHESTER,41.136295000000004,-73.86068
-8555923.5113,5324910.3385,WAYNE CAP INC-CLYDE HEAD START,214 E. DEZENG STREET,14433,HEAD START,WAYNE,43.084946,-76.859169
-8608060.6,5321568.182,TOT SPOT III CHILD-CARE CENTER,1045 BRIXTON DRIVE,14502,CENTER BASED,WAYNE,43.063015,-77.327522
-8582840.9793,5318827.7669,WAYNE CAP INC ADVANTAGE AFTER SCHOOL KELLEY INT. SCHOOL,316 W MILLER ST,14513,SCHOOL BASED,WAYNE,43.045025,-77.100975
-8246065.7533,5104149.3235,UCCAC PLATTEKILL HEAD START,51 PLATTEKILL ARDONIA ROAD,12589,HEAD START,ULSTER,41.619484,-74.07566800000001
-8727979.4061,5296824.7379,"PRECIOUS PLAY CARE, INC.",1140 BROADWAY ROAD,14040,CENTER BASED,GENESEE,42.900406,-78.40477
-8187855.1217,4961355.2571,LAKESIDE,21 BABYLON RD,11566,CENTER BASED,NASSAU,40.653423,-73.552757
-8206550.8962,4966887.9891,"LITTLE CHILDRENS PLACE, INC.",786 ELMONT RD.,11003,CENTER BASED,NASSAU,40.69112,-73.720703
-8176337.3393,4966834.1086,JOHN P. MCKENNA ELEMENTARY SCHOOL,210 SPRUCE STREET,11762,SCHOOL BASED,NASSAU,40.69075,-73.449287
-8182789.1943,4964346.3835,STEP ABOVE DAY CARE,1929 BEECH ST,11793,CENTER BASED,NASSAU,40.673805,-73.507248
-8257499.018999999,5307616.0166,SUNSHINE KID'S CORNER,185 WALLINS CORNER ROAD,12010,CENTER BASED,MONTGOMERY,42.971375,-74.178375
-8651010.6612,5336965.1329,ROCHESTER CHRISTIAN CHURCH INC DCC 1,3177 LYELL RD,14606,RELIGIOUS FACILITY,MONROE,43.163982,-77.713348
-8675547.4807,5341706.9635,"THE SCHOOLHOUSE OF BROCKPORT CHILD CARE, INC.",1375 TRANSIT WAY,14420,CENTER BASED,MONROE,43.195045,-77.933769
-8628980.2,5346441.5837,YMCA OF GREATER ROCHESTER AT DEWITT ROAD,722 DEWITT ROAD,14580,CENTER BASED,MONROE,43.226044,-77.51545
-8616995.2096,5321940.5352,"PARK AVE. DAY CARE EAST, LLC",409 MASON ROAD,14450,CENTER BASED,MONROE,43.065456,-77.40778399999999
-8624354.8751,5331847.5722,PEA PODS CHILD CARE CENTER,1853 PENFIELD ROAD,14526,CENTER BASED,MONROE,43.130444,-77.4739
-8659351.8306,5340716.3258,"JLU CHILD CARE, INC.",2800 SPENCERPORT RD,14559,CENTER BASED,MONROE,43.188557,-77.78828399999999
-8644082.9153,5332234.7126,YMCA OF GREATER ROCHESTER-SOUTHWEST DAY CARE,597 THURSTON ROAD,14619,CENTER BASED,MONROE,43.132979999999996,-77.651115
-8732893.4937,5240333.0405,RAINBOW'S END EARLY CHILDHOOD LEARNING CENTER,14 STEELE AVENUE,14009,CENTER BASED,WYOMING,42.527542,-78.448914
-8460941.8701,5443622.3451,"WATERTOWN FAMILY YMCA, INC.",13180 US RT.11,13606,CENTER BASED,JEFFERSON,43.858833000000004,-76.005936
-8460691.8466,5507216.8182,LITTLE BUD'S ELC,41579 FARRELL DRIVE,13624,CENTER BASED,JEFFERSON,44.269333,-76.003685
-8232149.3697,4966809.8844,SALVATION ARMY BEDFORD COMMUNITY CENTER,110 KOSCIUSZKO STREET,11216,CENTER BASED,KINGS,40.690585999999996,-73.950653
-8224992.1944,4961652.0982,BBCS GARY KLINSKY CHILDREN CENTER @ PS 306,970 VERMONT STREET,11207,CENTER BASED,KINGS,40.655445,-73.88636
-8236762.3381,4949759.816000001,HEART SHARE HUMAN SERVICES @ P.S. 288,2950 W. 25TH ST,11224,CENTER BASED,KINGS,40.574352000000005,-73.99209599999999
-8228426.0667,4961690.1028,LIBERTY DAY CARE,478 EAST 95TH STREET,11212,CENTER BASED,KINGS,40.655704,-73.91720600000001
-8225703.7486,4963028.8662,NEW GRACE CENTER,650 LIVONIA AVE,11207,CENTER BASED,KINGS,40.664829,-73.89275400000001
-8227855.443,4963490.278,YWCA-NYC AFTER SCHOOL,111 BRISTOL ST.,11212,SCHOOL BASED,KINGS,40.667972999999996,-73.912086
-8227949.0403,4956610.2735,MILLENNIUM DEVELOPMENT AT I.S. 78,1420 EAST 68TH STREET,11234,CENTER BASED,KINGS,40.621078000000004,-73.912926
-8153765.5314,4993511.3429,NEW BEGINNINGS,180 LAWRENCE ROAD,11754,CENTER BASED,SUFFOLK,40.872211,-73.246521
-8761182.6706,5354506.4716,TINY TOWN DAY CARE,6115 FIRST STREET,14108,CENTER BASED,NIAGARA,43.278812,-78.703041
-8386865.9006,5337162.0252,"THE EASTERN STAR, DAY CARE CENTER, INC. - BLDG. II","8280 STATE RTE. 69, P.O. BOX 627",13424,CENTER BASED,ONEIDA,43.165271999999995,-75.3405
-8370237.4427,5325448.1954,MASONIC CARE COMMUNITY OF NEW YORK,2150 BLEECKER ST.,13501,CENTER BASED,ONEIDA,43.088474,-75.191124
-8412975.9714,5332595.1734,"MOHAWK VALLEY COMMUNITY ACTION, INC.",5647 E MAIN STREET,13478,CENTER BASED,ONEIDA,43.135342,-75.57505
-8586974.1241,5306082.7099,OUR CHILDREN'S PLACE,9 VILLAGE DR.,14432,CENTER BASED,ONTARIO,42.961296000000004,-77.1381
-8606109.054,5296579.319,"HAPPINESS HOUSE/FINGER LAKES CEREBRAL PALSY, INC.",5415 COUNTY ROAD 30,14424,CENTER BASED,ONTARIO,42.898788,-77.30999
-8180387.1424,5544332.3471,"KEESEVILLE'S KIDS' COVE, LLC",1806 MAIN STREET,12944,CENTER BASED,CLINTON,44.507591,-73.485664
-8177045.6786,5573895.7558,"YMCA OF PLATTSBURGH, NY",17 OAK ST,12901,CENTER BASED,CLINTON,44.696682,-73.45565
-8176911.2448,5571762.5748,"YMCA OF PLATTSBURGH, NEW YORK",60 MONTY STREET,12901,SCHOOL BASED,CLINTON,44.683056,-73.45444499999999
-8401988.0697,5573978.534,ST. LAWRENCE COUNTY COMMUNITY DEVELOPMENT PROGRAM,801 PARK STREET,13669,CENTER BASED,ST LAWRENCE,44.697208,-75.476341
-8314895.617000001,5618371.6303,ST. REGIS MOHAWK HEAD START,25 LIBRARY RD,13655,HEAD START,FRANKLIN,44.979988,-74.693977
-8218893.1397,4950733.6063,"CHILD CENTER OF NY, INC @ MS 318 WATERSIDE",190 BEACH 110TH ST.,11694,CENTER BASED,QUEENS,40.580994,-73.83157299999999
-8224276.5214,4976401.3107,"CHILDREN OF AMERICA QUEENS, LLC",33-06 88TH STREET,11372,CENTER BASED,QUEENS,40.755886,-73.879936
-8217113.1909,4978733.1057,THE CORNER SCHOOL,150-03 BAYSIDE AVENUE,11354,SCHOOL BASED,QUEENS,40.771751,-73.81558199999999
-8208027.7012,4978467.9753,NURSERY SCHOOL OF THE COMMUNITY CHURCH-LITTLE NECK,46-16 LITTLE NECK PARKWAY,11362,RELIGIOUS FACILITY,QUEENS,40.769946999999995,-73.733971
-8215400.9625,4978788.7279,SWEET ANGELS NURSERY SCHOOL II,27-11 BAYSIDE LANE,11358,CENTER BASED,QUEENS,40.772129,-73.800201
-8214763.2289,4964296.0927,ALPHA KAPPA ALPHA SORORITY DCC,144-06 ROCKAWAY BOULEVARD,11436,CENTER BASED,QUEENS,40.673462,-73.794472
-8217800.142999999,4972238.813,"E.C.L.C. OF QUEENS, INC.",71-25 MAIN STREET,11367,CENTER BASED,QUEENS,40.727554,-73.821754
-8253756.9741,4954737.2698,THE GINGERBREAD LEARNING CENTER,471 NORTH GANNON AVENUE,10314,CENTER BASED,RICHMOND,40.608303,-74.14475999999999
-8247511.5373,4958057.0199,JEWISH COMMUNITY CENTER OF SI,475 VICTORY BOULEVARD,10301,CENTER BASED,RICHMOND,40.630939,-74.088654
-8237269.955,5205819.4733,HEALTHY KIDS EXTENDED DAY PROGRAM,424 MAIN ST,12413,CENTER BASED,GREENE,42.298637,-73.996658
-8775288.0584,5311359.7272,"TONAWANDA KIDSABILITIES FUN CENTER AND DAY CARE,INC.",205 YORKSHIRE RD,14150,CENTER BASED,ERIE,42.995979,-78.82975
-8228938.1364,4989691.722,"THE COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICANS, INC",1553 UNIVERSITY AVENUE,10453,CENTER BASED,BRONX,40.846264,-73.921806
-8227169.2697,4986580.4352,RENAISSANCE YOUTH CENTER,968 CAULDWELL AVE,10456,CENTER BASED,BRONX,40.825115000000004,-73.905922
-8223593.4717,4986565.2855,EAST SIDE HOUSE,1025 MORRISON AVENUE,10472,CENTER BASED,BRONX,40.825012,-73.873795
-8227317.3865,4986130.2138,"SPORTS AND ARTS IN SCHOOL FOUNDATION, INC",890 CAULDWELL AVENUE,10456,CENTER BASED,BRONX,40.822055999999996,-73.907249
-8229809.1509,4987836.5277,PROMESA MULTICULTURAL,1020 SUMMIT AVENUE,10452,CENTER BASED,BRONX,40.833652,-73.929634
-8227036.8619,4988585.0259,ICAHN HOUSE CHILD CARE,1520 BROOK AVENUE,10457,CENTER BASED,BRONX,40.838741,-73.904732
-8229215.2943,4988582.9903,SACRED HEART II HS,1248 NELSON AVENUE,10452,CENTER BASED,BRONX,40.838726,-73.924301
-8228530.1871,4984522.9583,SOUTH BRONX HS PROG I,490 EAST 143 STREET,10454,CENTER BASED,BRONX,40.811127,-73.918144
-8228270.0261,4986602.6234,SHARON BAPTIST HS,3210 PARK AVENUE,10451,CENTER BASED,BRONX,40.825268,-73.91581
-8220719.8378,4988036.0993,AHRC HOWARD HABER ELC,2300 WESTCHESTER AVENUE,10462,CENTER BASED,BRONX,40.835011,-73.847984
-8212927.1654,5263108.1782,MRS. MARVA'S CHILDCARE PROGRAM LLC,35 COMMERCE AVENUE,12206,CENTER BASED,ALBANY,42.678135,-73.777977
-8213524.6171,5005566.7048,"HUDSON COUNTRY SCHOOL, INC",340 QUAKER RIDGE ROAD,10804,CENTER BASED,WESTCHESTER,40.954052000000004,-73.783348
-8570556.3382,5322002.175,WAYNE CAP INC. LYONS HEAD START UPK,98 WILLIAMS STREET,14489,HEAD START,WAYNE,43.065861,-76.990616
-8212382.4791,5386999.906,SMALL TALES,99 RIVER ST.,12885,CENTER BASED,WARREN,43.490947999999996,-73.773087
-8624573.5066,5323529.4598,"SAN LORENZO MONTESSORI ACADEMY, INC",10 WICKFORD WAY,14450,CENTER BASED,MONROE,43.075886,-77.475861
-8225704.2151,4963012.3967,GRACE CHRISTIAN EDUCATION CTR,650 LIVONIA AVENUE,11207,CENTER BASED,KINGS,40.664715,-73.892761
-8229700.8716,4967053.9623,RUGGED CROSS CHRISTIAN DC,1084 LAFAYETTE AVENUE,11221,CENTER BASED,KINGS,40.692249,-73.928658
-8229415.6299,4961647.0571,MAPLE LEAF ACADEMY,890 LENOX ROAD,11203,CENTER BASED,KINGS,40.655411,-73.926102
-8235334.5693,4959300.7514,YELED V'YALDA HS,600 MCDONALD AVENUE,11218,CENTER BASED,KINGS,40.63942,-73.979271
-8235501.921,4966105.0184,YWCA MONTESSORI DAY SCHOOL,30 THIRD AVENUE,11217,SCHOOL BASED,KINGS,40.685787,-73.980774
-8234926.9997,4967452.3151,B.B.C.S. CHILD CARE CENTER,105 NORTH PORTLAND AVENUE,11205,CENTER BASED,KINGS,40.694962,-73.97560899999999
-8233326.6121,4961454.238,"HAPPY CHILD DAY, INC.",144 WOODRUFF AVENUE,11226,CENTER BASED,KINGS,40.654099,-73.961235
-8229026.3715,4966039.5384,MCDONOUGH ST. HEAD START,820 HANCOCK STREET,11233,HEAD START,KINGS,40.685340999999994,-73.9226
-8230331.2033,4962080.4761,YOUNG WORLD LEARNING CENTER,628 SCHNECTADY AVENUE,11203,CENTER BASED,KINGS,40.658367,-73.934326
-8228997.4203,4959934.2251,HERBERT G. BIRCH ECC,475 EAST 57 STREET,11203,CENTER BASED,KINGS,40.643738,-73.92234
-8231977.0298,4960669.0582,THE LITTLE DARLINGS DC,1531 NOSTRAND AVENUE,11226,CENTER BASED,KINGS,40.648746,-73.949104
-8228852.4541,4964710.0029,SHIRLEY CHISHOLM DC #1,2023 PACIFIC STREET,11233,CENTER BASED,KINGS,40.676281,-73.921036
-8233521.8298,4961469.9108,PHEBEANA DAY CARE,160 PARKSIDE AVENUE,11226,CENTER BASED,KINGS,40.654205,-73.962982
-8277294.544,5063491.5999,FIRST CLASS MINDS LLC,2 INDUSTRIAL DRIVE,10921,CENTER BASED,ORANGE,41.345867,-74.356201
-8607683.0003,5211044.4393,PROACTION OF STEUBEN AND YATES @ DORMANN LIBRARY,101 W. MORRIS ST.,14810,CENTER BASED,STEUBEN,42.333344,-77.324135
-8239100.0474,4969042.2797,MANHATTAN YOUTH RECREATION AND RESOURCES @ LMC. MS 995,26 BROADWAY,10004,CENTER BASED,NEW YORK,40.705791,-74.013092
-8233600.4949,4982521.8497,CAS FREDRICK DOUGLAS HS,885 COLUMBUS AVENUE,10025,CENTER BASED,NEW YORK,40.79752,-73.96369200000001
-8229624.4673,4992254.3699,OUR LADY QUEEN OF MARTYRS HS,71 ARDEN STREET,10040,CENTER BASED,NEW YORK,40.863673999999996,-73.927971
-8230504.694,4983269.4261,ABC ROSIE&HARRY'S PLACE,206 EAST 124 STREET,10035,CENTER BASED,NEW YORK,40.802605,-73.93588299999999
